기준,이름,휴대폰번호,이메일,집주소,주민번호,생년월일,직업,카드번호,종교,정치정당,운전면허번호,IP주소,은행계좌번호,신용카드번호,병명(질환),sns계정
2007-12-29,김종수,054-004-1894,wgim@example.com,인천광역시 성동구 가락0가 (영미김안읍),300318-2584198,1985-07-25,시멘트 및 광물제품 제조기 조작원,30272153362461,기독교,국민의힘,014 8253,53.35.221.205,DVRP71683415102854,4160526507078113310,암,yejin26
2023-08-27,김지혜,070-4708-9244,hyejinjo@example.org,울산광역시 중구 봉은사332거리,270325-2176070,1926-10-06,관제사,370297026796551,불교,국민의힘,8QI00,176.166.138.61,TXZO28785776710578,564572715204,고혈압,kgim
2018-11-16,장경수,070-6365-7005,ogim@example.net,부산광역시 강서구 반포대가,820007-2952134,2011-11-17,마술사 및 기타 문화/ 예술 관련 종사자,3567742845031356,기독교,정의당,6-88933,150.15.60.38,HQLR53342315104733,36624617499012,없음,caeweon32
2022-06-10,박경자,032-987-5372,gimsunja@example.org,부산광역시 동대문구 개포115로 (하은오김마을),170525-1781008,1951-12-12,시멘트 및 광물제품 제조기 조작원,5384209389955792,기독교,국민의힘,4943,157.31.24.231,DLTS95289030967501,4992897072801,천식,bagdoyun
2023-04-03,김성훈,061-624-4733,gyeongja22@example.com,울산광역시 동구 서초대78거리 (경자이김마을),220304-2930007,1913-04-16,수금원,180008474520595,불교,민주당,04-F159,87.75.82.237,VFHJ96245136027185,3584140395591383,암,jimincoe
2016-01-12,한준혁,070-3837-2074,seonghogweon@example.org,충청남도 광명시 삼성479로 (정숙김류마을),160608-1630397,1952-08-26,기타 전문서비스 관리자,4184919337237634278,불교,기타,7WZ I73,120.93.106.242,ITPC95170982392454,3523188544221257,암,ugim
2021-02-22,서동현,032-602-2747,gangseonyeong@example.net,강원도 청주시 흥덕구 개포거리 (현숙강읍),290613-1303489,2012-01-26,재봉사,2230496234664207,무교,정의당,548-JJI,42.239.76.202,HNET02448248373711,4989510802402177,고혈압,nosanghun
2005-07-20,문재현,041-158-1656,cbae@example.net,세종특별자치시 서초구 테헤란로,550221-1421875,1945-11-21,해외 영업원,4770811538461674,기독교,민주당,94Z•645,22.177.63.0,EPPT12327805557177,4970223150343,암,hyeonucoe
2024-05-14,박정자,053-966-5874,eunyeonggim@example.com,강원도 가평군 양재천091거리,130228-2075136,1918-05-27,버스 운전원,6503534193908347,무교,국민의힘,650 SN0,43.29.148.120,HFMU56004679451909,4734002240749524,천식,seongminna
2016-06-04,류윤서,033-203-0888,uryu@example.com,울산광역시 송파구 개포168로,470920-2451153,1930-04-03,애완동물 미용사,4965650554603,천주교,민주당,71J•201,99.114.136.233,ODKH96660733547027,3598735001844607,고혈압,qi
2008-09-28,이우진,010-7304-4722,gimsugja@example.org,강원도 원주시 삼성4가,000120-1763603,1951-05-07,화학공학 시험원,675940443244,무교,민주당,941 HZS,197.77.175.161,HPGI79632588509313,3598532027410715,당뇨병,jimin16
2016-02-13,한미영,064-738-7608,tgim@example.net,충청북도 안성시 역삼9길 (영희안동),240319-2912492,1972-10-27,기타 직물 및 신발 관련 기계조작원 및 조립원,4733088897802261,불교,민주당,8UHV073,159.181.36.16,XWTA64508083881104,3517071254460968,천식,gimseongho
2007-06-16,최숙자,018-380-6049,tbae@example.com,서울특별시 강남구 역삼거리 (지연이동),500812-1297670,1985-12-10,펄프 및 종이 제조장치 조작원,349922463537493,기독교,민주당,46-3404B,62.146.151.218,NQLM16930375526669,4369113696637906870,당뇨병,seonyeong31
2017-12-02,한정자,043-980-6200,yejuni@example.org,강원도 홍천군 압구정285거리 (서현김박동),040329-2885606,1941-09-02,기타 이미용/예식 및 의료보조 서비스 종사원,2328682332092036,기독교,국민의힘,LWI 857,215.16.6.12,TUTC78422309313756,6011335939677039,암,rbag
2014-04-07,양경수,033-929-6256,sunog65@example.com,인천광역시 양천구 선릉로 (경숙배이면),060805-1504862,1932-09-27,자동조립라인 및 산업용 로봇 조작원,4134110562050292,무교,정의당,1M F9343,96.138.46.12,MJZP69816578753404,4740704741544328,고혈압,yyun
2003-02-08,김현지,063-304-6050,isim@example.net,인천광역시 영등포구 압구정로,880708-1168806,1911-02-26,정보통신관련 관리자,4822367336719225,불교,정의당,SFI 939,2.138.151.252,WMDE05189036962572,180089297453164,천식,munyeongil
2002-12-10,최승민,018-311-5619,sanghyeon28@example.org,울산광역시 구로구 강남대로,870615-2699358,1974-05-11,생산 및 품질 관리 사무원,376070125547942,불교,민주당,135-ZTP,23.15.240.239,QXAS22331475129217,4954483122994508,없음,hayunson
2009-01-20,홍준영,052-370-7544,oseo@example.com,경상남도 금산군 서초중앙78로 (영식김리),750112-2400189,1978-10-16,기획 및 마케팅 사무원,3589486029611229,기타,정의당,6JUO717,123.44.88.139,RGTU87407568817431,4428924531571090022,천식,yujinho
2010-05-23,박옥순,032-514-1546,jungsugim@example.org,세종특별자치시 은평구 논현8로 (영순김리),500710-2487793,2022-07-30,직조기 및 편직기 조작원,4114277821471152264,무교,기타,5QI 655,170.38.206.64,FRFJ88959662228775,675946481743,없음,jiyeongu
2013-01-04,박성현,043-862-1018,gimseonghyeon@example.org,전라남도 의정부시 도산대801거리,350805-1589719,1910-10-12,미용사,4051590051073,불교,정의당,RVO-574,108.96.240.10,DKTM70562593221022,6011030544321129,천식,kgim
2000-12-02,박하윤,061-481-3287,qcoe@example.org,인천광역시 강북구 학동가 (수진이동),790511-2981824,1973-06-30,판사 및 검사,4584881937786241,기타,기타,9180 IQ,19.93.139.224,FLNA91583723767952,4355154923126429258,암,yeji34
2019-07-22,김선영,016-096-4570,eunjui@example.com,대구광역시 영등포구 테헤란로,520111-1416722,2004-01-29,전산 자료 입력원 및 사무 보조원,213177748561767,무교,정의당,KXO 843,155.234.56.235,GGCF66937603559688,6011936056126146,당뇨병,ihyeonsug
2020-10-10,박정남,043-445-7722,si@example.net,충청북도 홍천군 개포380거리 (정숙하마을),690015-2562176,1937-06-29,금속공작기계 조작원,349897393672000,기타,기타,7XF9424,45.215.53.15,VUTM84303140099673,378801072844132,고혈압,seunghyeon36
2016-01-11,김지민,017-525-6498,yeonghyi40@example.net,전라남도 청주시 청원구 서초중앙4거리 (영철신이마을),990814-1949010,2016-02-10,경량 철골공,3517547070048772,무교,기타,1CS 277,76.33.56.85,GZYZ01590450130416,5345274057359626,암,gangjeongho
2016-01-08,박예은,018-481-3117,jiweon00@example.org,울산광역시 서구 가락거리 (지연황동),530007-2665143,1998-04-18,냉동/냉장 /공조기 설치 및 정비원,4835764472109069,불교,민주당,4DB M94,103.114.99.183,BDTH82486845592197,3544075947037569,암,imyeongja
2012-04-12,박혜진,02-0947-4340,eunjugim@example.org,경상남도 증평군 잠실0가 (민준김동),700818-2059236,2005-10-25,정육원 및 도축원,4740594670096925630,기독교,국민의힘,05-U353,174.232.94.204,UMLI67413363936916,4311464074712,암,seohyeongim
2001-02-23,이숙자,018-280-9516,jeonghunbag@example.net,광주광역시 강남구 역삼길,600410-2839620,1972-01-03,실내장식 디자이너,4207378664481853,천주교,민주당,K96 8PQ,121.246.67.87,UTWN00603998885675,3597601924428160,당뇨병,ui
2014-04-09,차민지,031-821-6137,ci@example.net,세종특별자치시 노원구 삼성길,490025-2866382,1956-10-27,환경공학 기술자 및 연구원,180069626281585,기독교,국민의힘,BZE7522,208.58.69.200,CILL92078604530617,180060967266210,없음,caeweon18
2011-04-22,허영수,061-548-7107,subinyun@example.net,강원도 청양군 개포길 (순자박면),620420-1044091,2018-07-13,환경 미화원 및 재활용품 수거원,4392373844359413,기독교,정의당,QQA 533,176.176.57.172,FGKC97801342457975,378185732492759,없음,gimhyeonjeong
2004-12-13,허정희,011-880-6204,eunseo68@example.com,경상남도 평택시 석촌호수가,340412-2527499,2004-08-21,전기/가스 및 수도 관련 관리자,630461908414,불교,민주당,9HF O12,137.254.46.138,AMNK95729790851624,4193100424162461537,천식,cunjacoe
2019-09-24,김준혁,031-748-8713,yejunjin@example.com,강원도 정선군 도산대0가 (영희김마을),210420-1347118,1970-09-04,기타 비금속제품관련 생산기 조작원,213148542829288,불교,민주당,WSY-976,40.83.68.35,KTWU61450084781585,3555621653270476,당뇨병,gimcunja
2003-10-17,김명자,033-057-0506,jiweon17@example.net,강원도 양주시 논현289길,580712-2303253,2001-07-19,한복 제조원,5386673163166991,천주교,국민의힘,MUV 932,62.177.194.48,RLSU35376560855943,060446266177,당뇨병,vsong
2018-03-31,전민지,017-491-5654,ebag@example.net,부산광역시 북구 도산대로,120806-1771201,1998-08-28,부동산 컨설턴트 및 중개인,3548749171946424,불교,기타,37-X562,185.3.52.234,ESAJ81055344981082,6011060652556919,당뇨병,baghyeonji
2008-07-28,박준서,062-482-7671,aseo@example.org,대구광역시 서대문구 서초대가 (정훈김이면),400301-1898111,2015-11-27,선박 및 열차 객실승무원,3548736804651729,기타,민주당,795 CNP,153.105.180.85,OSXO34512424221517,180025575185516,고혈압,sangceol79
2002-06-15,이민석,052-369-1863,gimhayun@example.net,충청북도 인제군 선릉4로,220015-2125531,1980-11-24,광고 및 홍보 전문가,30128607333054,기독교,국민의힘,205T,57.61.134.235,UTPB28777471739352,4494132315478780,당뇨병,seoyeong11
2019-08-13,김순자,033-274-1618,sjo@example.net,인천광역시 종로구 테헤란길,690501-1530082,2007-08-24,자재관리 사무원,371496685288319,불교,민주당,1-88001,131.21.23.43,FRFZ74613890191503,501890486100,천식,junyeonggim
2024-01-05,최성현,063-231-6188,juweoni@example.org,울산광역시 강서구 잠실길,160122-1557292,1958-07-24,기타 제조관련 기계 조작원,4559341132760294,기타,민주당,379LTP,179.247.219.210,XKPY56316260635015,4290451897482291,고혈압,seoyeongjo
2013-11-21,박우진,016-446-5088,cgim@example.net,제주특별자치도 안양시 만안구 서초중앙거리 (민서윤박면),150722-1997415,1973-10-25,실내장식 디자이너,4392711361391,기타,정의당,1577,180.180.13.202,SVIX89085955491783,4754777080400180,없음,yunseo50
2017-11-16,송영숙,052-147-1165,no@example.com,제주특별자치도 성남시 분당구 강남대로 (순자황최동),760009-1165194,1972-01-05,사회복지사,30414580839840,무교,민주당,KDR-901,5.115.67.166,URJI21678200255633,3553941088925185,천식,bagsangho
2013-05-22,장영숙,019-369-4740,gimeunjeong@example.com,인천광역시 동대문구 잠실812거리,690316-2083649,1909-09-01,영상 및 관련 장비 설치 및 수리원,4284225580933986,천주교,국민의힘,736BLG,172.56.225.110,FJHI67055100938903,4494453347487,고혈압,bagjihu
2018-01-07,안경자,061-782-8582,gimeunju@example.org,인천광역시 영등포구 영동대5길 (민재박한마을),830729-2427443,1924-12-29,보건의료관련 관리자,3507580994690082,기독교,기타,5DJ 343,49.163.171.216,NSAW68856276366875,4244084173916276268,당뇨병,gimsiu
2016-12-10,백성현,055-947-4764,pgim@example.org,세종특별자치시 성북구 봉은사길 (광수이면),220317-2697245,1929-07-25,숙박/여행/오락 및 스포츠 관련 관리자,4437927206631,기타,국민의힘,1706,109.136.2.173,WOVY81619658792914,3564283677815544,없음,fryu
2012-02-15,최수진,051-886-2509,jeongsug24@example.org,광주광역시 영등포구 가락543거리,500506-2850448,2006-03-11,경비원,6545127887049831,천주교,정의당,797UHV,15.24.9.22,KDMZ18837459526170,4796801581231,당뇨병,ihyeonjun
2017-03-07,전숙자,02-1211-0091,ujini@example.com,전라북도 홍천군 반포대길,670927-1345690,1923-04-24,기타 주방장 및 조리사,30392357076558,불교,민주당,9MJ4871,66.50.53.89,WMUH94438267153296,3568818964099538,당뇨병,hyeonjigim
2009-12-14,류성수,033-659-8574,anyeweon@example.com,울산광역시 노원구 석촌호수가 (옥자안김읍),650219-1497540,1952-10-13,화물열차 차장 및 관련 종사원,340830391169413,기타,민주당,703LWL,14.232.114.29,IFPH31826747796405,4960748790871,없음,qjang
2007-11-18,김성민,053-875-6191,sumini@example.net,인천광역시 성동구 논현길,010704-1629503,2009-02-07,환경/청소 및 경비 관련 관리자,4457352552026143,기타,민주당,67WP6,81.41.252.196,BIPS49266141783167,4313922318105797,고혈압,eunji27
2012-12-06,김지은,033-720-4555,jihunsong@example.com,인천광역시 종로구 선릉거리,830524-2482612,1922-12-31,큐레이터 및 문화재 보존원,30290827788754,기타,민주당,WB1 M7T,155.38.209.161,ADFG50477960972719,4893630367094063042,없음,iyejun
2002-11-26,이현주,018-797-3143,ehong@example.com,충청남도 의정부시 논현가,770807-2619499,2012-08-26,음식 배달원,6569881486754610,무교,민주당,9-47380E,105.124.158.3,SHDH75584935988690,213155878763809,천식,ogjabag
2011-03-16,김미영,051-338-2472,jeonghyiryu@example.com,울산광역시 양천구 테헤란2길 (주원강면),460917-1358186,2015-05-20,기타 목재 및 종이 관련 기계조작원,4355383445128773,무교,민주당,77-4488E,106.125.43.77,NZYH58988310807653,4825756288451190,천식,hyejingim
2004-02-09,최중수,063-905-3982,gimsangho@example.org,경기도 원주시 삼성29가 (병철김읍),290828-1978902,1971-08-04,간판 제작 및 설치원,379618254111760,기독교,정의당,I 942030,3.14.254.107,PLUQ12207536691475,3537172099384359,고혈압,jihyeon75
2020-03-20,홍예지,051-948-7955,heominjun@example.org,부산광역시 성동구 영동대269거리 (병철김동),980308-1491381,1965-10-13,웨이터,3538795843247156,불교,민주당,2MO X45,137.12.145.194,VGNP36110613301155,4855990168208,당뇨병,ogjajin
2010-03-08,문민재,031-581-3242,iyeongsug@example.org,경상북도 용인시 수지구 오금가,970220-1705767,1910-03-14,변리사,6011942333720651,천주교,정의당,678-SSQ,11.188.88.211,EMKY98560412230552,30091266981771,암,egim
2007-06-08,배성수,018-145-3941,lseo@example.org,경상남도 동두천시 테헤란거리 (수빈류면),760425-2044759,2021-07-02,선장/항해사 및 도선사,4735112523695558737,기타,기타,HUK-142,19.0.208.75,QAMT00491185708694,3519005270490920,암,jeongja66
2019-02-09,임민재,032-927-6449,yeongilgim@example.org,강원도 의왕시 백제고분거리,740212-2372675,1915-03-10,한의사,342879309426132,무교,정의당,564K0,40.3.104.152,WQVY61493698895644,4785050758330300,당뇨병,eomjeongsug
2000-06-04,장혜진,061-659-8725,qbag@example.net,강원도 시흥시 개포161길,820813-1019174,2018-02-17,아나운서 및 리포터,6559320731006338,무교,기타,KMY 4632,57.46.71.14,FGZI93919427634220,30485682675696,당뇨병,ijieun
2017-04-17,권은정,032-599-4634,subin55@example.net,전라남도 청주시 청원구 서초대가,090727-1546607,1915-08-26,기타 배관공,2296484589700249,기독교,민주당,823 OFS,113.229.172.206,SQWM49315885734307,180073167157105,없음,jeongsug30
2015-10-21,박정자,054-174-8023,omiyeong@example.net,대전광역시 동작구 선릉거리 (지훈김김리),690629-1499615,2021-01-21,연구 관리자,4555432129236895,기타,정의당,MJJ S22,181.148.58.92,WVZB43007499646634,2290684430075776,암,gojeonghun
2008-01-04,이정자,044-130-1496,yeeungim@example.com,경상북도 양양군 백제고분725로,770622-1552841,1982-06-27,무역 사무원,6011215718730847,천주교,기타,NI 58481,98.126.148.131,EWFU07667651021927,378522933087378,암,songyeongho
2021-10-04,김서윤,017-290-6425,songareum@example.net,부산광역시 은평구 언주6로,550622-1403088,1957-02-14,선박 정비원,4887629198464329,무교,민주당,QZA 889,170.224.160.150,DXGH24602448290394,4533519041433670,천식,ngim
2003-08-17,한정훈,053-579-3550,jeongjai@example.org,부산광역시 강서구 잠실67로,330910-1716704,1940-01-19,목재 가공관련 기계 조작원,2642638280176907,불교,국민의힘,4W110,107.33.139.41,BWAL68189672315111,3526375513356530,당뇨병,gimyejun
2010-05-08,신미영,051-881-0360,coeseonyeong@example.net,대구광역시 구로구 논현가,650614-2304092,1965-05-02,가구조립원,3593656970318891,불교,민주당,7-54451,53.114.183.96,ICOU19760889234395,3522049103926374,당뇨병,sonjihun
